id,channel_sales,cons_12m,cons_gas_12m,cons_last_month,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,origin_up,pow_max,var_year_price_off_peak_var,var_year_price_peak_var,var_year_price_mid_peak_var,var_year_price_off_peak_fix,var_year_price_peak_fix,var_year_price_mid_peak_fix,var_year_price_off_peak,var_year_price_peak,var_year_price_mid_peak,var_6m_price_off_peak_var,var_6m_price_peak_var,var_6m_price_mid_peak_var,var_6m_price_off_peak_fix,var_6m_price_peak_fix,var_6m_price_mid_peak_fix,var_6m_price_off_peak,var_6m_price_peak,var_6m_price_mid_peak,churn
b50576e9fd15d9fa7e550be0f19fbf9e,foosdfpfkusacimwkcsosbicdxkicaua,162691,0,18860,1/6/2011,1/6/2017,1/6/2011,1/7/2016,7603.69,9069,0,130.68,0.115744,0.098858,40.606701,f,836.8,16.32,16.32,1,677.58,5,lxidpiddsbxsbosboudacockeimpuepw,16.4,1.7475382242424278e-05,4.521764083333344e-06,3.593364469696786e-07,3.4363636433613883e-12,1.848000001321932e-12,8.797090905166813e-12,1.7475385678787922e-05,4.521765931333345e-06,3.5934524406058377e-07,1.1100320166666669e-05,2.896760166666666e-06,4.85999999998534e-10,0,0,0,1.1100320166666669e-05,2.896760166666666e-06,4.85999999998534e-10,0
063acc614e176cf9edb486d267a90097,MISSING,158223,188601,17754,4/10/2010,4/10/2016,9/16/2013,4/12/2015,5658.04,9471,0,129.26,0.114481,0.098142,40.606701,t,940.24,35.81,35.81,3,580.06,6,lxidpiddsbxsbosboudacockeimpuepw,40,1.851790717424239e-05,3.969120628787912e-06,1.2865480909090943e-06,0.006434301,0.002316348,0.001029488,0.006452819,0.002320318,0.001030775,1.1100320166666681e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666681e-05,2.896760166666666e-06,4.860000000000553e-10,0
cd2ac5886d344c93b3a2358e4604e1fe,usilxuppasemubllopkaafesmlibmsdf,84410,186857,7891,12/2/2011,12/2/2016,11/17/2014,12/3/2015,3166.13,3007,0,132.13,0.1165089999999999,0.101397,40.606701,t,302.49,0.7999999999999989,0.7999999999999989,4,396.63,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,17.25,1.5849543719696853e-05,4.0271147499999935e-06,6.859529696969701e-07,0,0,0,1.5849543719696853e-05,4.0271147499999935e-06,6.859529696969701e-07,1.0925039366666664e-05,3.4937982999999984e-06,1.3936394666666648e-06,0,0,0,1.0925039366666664e-05,3.4937982999999984e-06,1.3936394666666648e-06,0
78b67084b27f0d33429985d7a1fd6258,lmkebamcaaclubfxadlmueccxoimlema,2887,0,0,1/8/2013,1/8/2017,1/8/2013,1/10/2016,436.45,0,0,14.91,0.146694,0,44.31137796,f,0,34.68,34.68,1,49,3,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,5.551029424242396e-06,0,0,3.490909143860595e-13,0,0,5.55102977333331e-06,0,0,3.318240666666697e-06,0,0,0,0,0,3.318240666666697e-06,0,0,0
ac9b40690cdc78263fecc452bd92c227,MISSING,8647,0,829,1/28/2010,1/28/2016,1/28/2010,1/30/2015,399.54,389,0,129.6,0.1169,0.1000149999999999,40.606701,f,37.53,51.96,51.96,1,45.47,6,lxidpiddsbxsbosboudacockeimpuepw,20.785,1.6932330992424437e-05,4.325510333333314e-06,8.703760227272753e-07,3.5345454611412245e-12,1.9008000004388433e-12,9.048436369638685e-12,1.69323345269699e-05,4.325512234133314e-06,8.70385071163645e-07,1.1100320166666693e-05,2.89676016666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666693e-05,2.89676016666666e-06,4.860000000000553e-10,0
4d4a8d5a884e49e2a8f7994b21a3cb18,lmkebamcaaclubfxadlmueccxoimlema,10,0,0,6/9/2011,6/9/2016,6/9/2011,6/21/2015,1.52,0,0,6.67,0.1457109999999999,0,44.31137796,f,0,21.52,21.52,1,0.16,5,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.2,4.001166969696951e-06,0,0,0.008619667,0,0,0.008623668,0,0,3.3182406666666172e-06,0,0,0,0,0,3.3182406666666172e-06,0,0,0
d26bcf1a3e3f6252b9812903f402dcf1,ewpakwlliwisiwduibdlfmalxowmwpci,5682,0,0,3/8/2011,3/8/2016,3/8/2011,3/9/2015,853.4,0,0,17.35,0.1458839999999999,0,44.31137796,f,0,23.76,23.76,1,82.52,5,ldkssxwpmemidmecebumciepifcamkci,10.392,4.164686151514982e-06,0,0,0.006464721,0,0,0.006468885,0,0,3.3182406666665465e-06,0,0,0,0,0,3.3182406666665465e-06,0,0,0
d44fcb35df8f88e9032ad52678d060a3,foosdfpfkusacimwkcsosbicdxkicaua,1017579,187578,120936,6/14/2011,6/14/2016,6/14/2011,6/23/2015,100.27,125,0,146.81,0.115174,0.098837,40.606701,t,11.86,47,47,2,14.59,5,lxidpiddsbxsbosboudacockeimpuepw,29.7,1.6359509356060575e-05,2.6477320833333143e-06,2.4367993636363674e-06,0.007238536,0.002605915,0.001158208,0.007254895,0.002608563,0.001160645,1.1100320166666681e-05,2.896760166666548e-06,4.860000000000553e-10,0,0,0,1.1100320166666681e-05,2.896760166666548e-06,4.860000000000553e-10,0
327e887296aa77019b4954c6bb0a8cc3,foosdfpfkusacimwkcsosbicdxkicaua,16605,227049,2000,1/12/2010,2/9/2016,1/12/2010,2/11/2015,1694.72,2000,0,132.19,0.1169,0.1000149999999999,40.606701,t,200.09,24.72,24.72,2,183.25,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,1.5812320265151388e-05,3.957295113636379e-06,1.8716015151515178e-06,0.004021438,0.001447718,0.00064343,0.004037251,0.001451675,0.000645302,1.1100320166666669e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666669e-05,2.896760166666666e-06,4.860000000000553e-10,0
6f062ee9f3f8b2a404078abb4cd85510,lmkebamcaaclubfxadlmueccxoimlema,2502,0,0,6/11/2012,6/11/2016,6/11/2012,6/14/2015,375.75,0,0,19.51,0.1457109999999999,0,44.31137796,f,0,22.52,22.52,1,35.96,4,ldkssxwpmemidmecebumciepifcamkci,13.856,4.001166969696951e-06,0,0,0.008619667,0,0,0.008623668,0,0,3.3182406666666172e-06,0,0,0,0,0,3.3182406666666172e-06,0,0,0
9cdfb70886ecb55f8a8620af8a99a722,foosdfpfkusacimwkcsosbicdxkicaua,92718,0,7895,9/9/2009,9/9/2016,9/9/2009,9/10/2015,8796.43,7895,0,145.77,0.113323,0.096984,40.606701,t,735.06,14.94,14.94,2,848.79,6,lxidpiddsbxsbosboudacockeimpuepw,55,2.343310753787864e-05,7.002367424242475e-06,2.4057818181827766e-08,0.005428835,0.001954466,0.000868699,0.005452268,0.001961468,0.000868723,1.5367936166666696e-05,4.7724322666666575e-06,4.013760000000575e-08,0.007962096,0.002866636,0.001274217,0.007977464,0.002871408,0.001274257,0
d8711ce9aef0a42cf24b1e65da32fe3f,foosdfpfkusacimwkcsosbicdxkicaua,597,0,0,12/1/2009,12/1/2016,11/1/2015,12/2/2015,74.51,0,0,13.64,0.16304,0.084395,46.30537836,f,0,20.54,20.54,1,20.73,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,1.4954211878787913e-05,4.479536931818177e-06,0,3.8181818111259284e-13,0,0,1.4954212260606094e-05,4.479536931818177e-06,0,1.2192241066666633e-05,5.630343899999998e-06,0,0,0,0,1.2192241066666633e-05,5.630343899999998e-06,0,0
215fcb61cd9905b5e605b292666975d9,foosdfpfkusacimwkcsosbicdxkicaua,64516,21201,3764,3/22/2013,3/22/2016,6/25/2014,3/23/2015,4766.96,3764,0,145.03,0.1186359999999999,0.10175,40.606701,t,376.57,22.44,22.44,2,530.16,3,ldkssxwpmemidmecebumciepifcamkci,15.001,1.6397427606060223e-05,4.338392363636343e-06,2.1743535378789214e-06,0,0,0,1.6397427606060223e-05,4.338392363636343e-06,2.1743535378789214e-06,1.1100320166666312e-05,2.8967601666666442e-06,4.860000000000553e-10,0,0,0,1.1100320166666312e-05,2.8967601666666442e-06,4.860000000000553e-10,1
33e5a46305e282aef856ef00fee02e2c,foosdfpfkusacimwkcsosbicdxkicaua,67923,14693,4898,9/14/2012,2/4/2016,2/4/2014,2/5/2015,6714.09,4898,0,147.79,0.112852,0.095965,40.606701,t,469.1,19.92,19.92,2,571.66,3,lxidpiddsbxsbosboudacockeimpuepw,20,1.6849395719697296e-05,4.312905000000015e-06,9.991952727272685e-07,3.4363636433613883e-12,1.848000001321932e-12,8.797090905166813e-12,1.684939915606094e-05,4.312906848000017e-06,9.992040698181736e-07,1.110032016666691e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,0,1.110032016666691e-05,2.896760166666666e-06,4.860000000000553e-10,0
270835591aad4b5231d23fb7bdcd3bcf,MISSING,6383,0,1116,1/21/2010,1/21/2017,11/16/2015,1/22/2016,958.79,1116,0,16.26,0.145541,0,44.31137796,f,163.87,34.68,34.68,1,101.81,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,8.091518636363664e-06,0,0,3.490909143860595e-13,0,0,8.091518985454578e-06,0,0,5.035648666666711e-06,0,0,0,0,0,5.035648666666711e-06,0,0,0
d766f436878bdf7c211ad1546e4357e9,usilxuppasemubllopkaafesmlibmsdf,7042,0,0,11/23/2011,11/23/2016,11/23/2011,11/24/2015,1058.3,0,0,19.49,0.147506,0,45.80687796,f,0,22.89,22.89,1,102.08,4,kamkkxfxxuwbdslkwifmmcsiusiuosws,13.856,4.775758810606049e-06,0,0,0.23457868867998163,0,0,0.23458346443879224,0,0,3.2313785666666916e-06,0,0,0.46915762139999995,0,0,0.4691608527785666,0,0,0
38ff1f75487719c54ba3d4a46f9ee244,lmkebamcaaclubfxadlmueccxoimlema,19704,45795,1466,12/8/2010,12/8/2016,11/17/2014,12/9/2015,1991.63,1466,0,128.19,0.1165089999999999,0.101397,40.606701,t,147.9,60.84,60.84,3,66.87,5,lxidpiddsbxsbosboudacockeimpuepw,25,1.5014611537879075e-05,3.503692628787882e-06,4.4111836363635914e-07,3.4363636433613883e-12,1.848000001321932e-12,8.797090905166813e-12,1.5014614974242719e-05,3.5036944767878832e-06,4.411271607272643e-07,9.939616566666925e-06,2.7136117666666796e-06,7.980827999999983e-07,0,0,0,9.939616566666925e-06,2.7136117666666796e-06,7.980827999999983e-07,0
a29ad433a1585b364e5485ec55b6bbc3,MISSING,15803,0,0,1/1/2010,1/1/2017,1/1/2010,1/2/2016,461.63,0,0,16.48,0.1458839999999999,0,44.31137796,f,0,37.56,37.56,1,45.07,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,15,3.740125424242472e-06,0,0,0.008380258,0,0,0.008383998,0,0,2.4858406666666936e-06,0,0,0.005267621,0,0,0.005270107,0,0,0
be272db990d3604a49a54887dfa904f4,foosdfpfkusacimwkcsosbicdxkicaua,10930,0,3227,7/14/2009,7/14/2016,7/14/2009,7/15/2015,777.96,1578,0,16.68,0.165793,0.088539,44.31137796,f,217.04,14.57,14.57,1,59.82,7,ldkssxwpmemidmecebumciepifcamkci,10.35,1.5413048106060538e-06,2.1011202651515247e-06,0,0.008380226,0,0,0.008381767,2.1011202651515247e-06,0,9.688201666666757e-07,1.3207041666666778e-06,0,0.005267621,0,0,0.00526859,1.3207041666666778e-06,0,0
6187a71186583ed2457d182b00b632c5,ewpakwlliwisiwduibdlfmalxowmwpci,15150,0,4700,3/16/2013,3/16/2016,3/16/2013,3/17/2015,1637.98,4700,0,10.37,0.1640579999999999,0.086163,44.31137796,f,494.42,29.76,29.76,1,134.5,3,lxidpiddsbxsbosboudacockeimpuepw,14.49,4.765414265151722e-06,9.423023863636356e-07,0,0.006464721,0,0,0.006469486,9.423023863636356e-07,0,3.5697306666668025e-06,9.450150000000092e-08,0,0,0,0,3.5697306666668025e-06,9.450150000000092e-08,0,0
6ae7e4a3bdf96abb7783b342378ca5fc,MISSING,3251,0,0,9/15/2010,9/15/2016,9/15/2010,9/16/2015,487.33,0,0,16.44,0.1457109999999999,0,44.31137796,f,0,10.08,10.08,1,47.33,5,ldkssxwpmemidmecebumciepifcamkci,10.392,4.391109356060598e-06,0,0,0.006464779,0,0,0.00646917,0,0,2.842930166666625e-06,0,0,0.009481719,0,0,0.009484561,0,0,0
cfc1377e09c9866fae771bb4180f026a,ewpakwlliwisiwduibdlfmalxowmwpci,4077,0,668,7/9/2010,7/9/2016,5/23/2015,7/10/2015,601.62,668,0,16.89,0.142822,0,44.31137796,f,96.52,15.5,15.5,1,59.37,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,11,7.971528992424199e-06,0,0,0.008380226,0,0,0.008388197,0,0,2.3688166666666405e-06,0,0,0.005267621,0,0,0.00526999,0,0,0
d4a84ff4ec620151ef05bdef0cf27eab,MISSING,16163,0,1474,8/1/2009,8/1/2016,8/1/2009,8/2/2015,1739.46,1474,0,0,0.115174,0.098837,40.606701,f,155.19,12.9,12.9,1,181.75,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,20.7,1.6444611174242435e-05,2.7590520833333404e-06,2.1628199696969702e-06,1.1113172712318367,49.51443841351841,22.006418503177944,1.111333715843011,49.51444117257049,22.006420665997915,1.0351424166666688e-05,1.917144166666672e-06,2.4115046666666737e-06,0.007077419,0.002548121,0.001132637,0.00708777,0.002550038,0.001135049,0
1d4a665170914d996d3fb78069495516,foosdfpfkusacimwkcsosbicdxkicaua,51558,0,0,10/24/2012,11/18/2016,11/18/2015,10/25/2015,3469.21,0,0,17.27,0.159815,0.081173,44.31137796,f,0,4.83,4.83,2,122.17,3,ldkssxwpmemidmecebumciepifcamkci,10.35,8.583371515151451e-06,2.3821537196969766e-06,0,0.008380239,0,0,0.008388822,2.3821537196969766e-06,0,7.11437816666663e-06,3.195788699999979e-06,0,0,0,0,7.11437816666663e-06,3.195788699999979e-06,0,1
e91f386614c13becdf81cc47fadfa2a2,foosdfpfkusacimwkcsosbicdxkicaua,1750,0,64,3/13/2012,3/13/2016,3/13/2012,3/16/2015,176.01,64,0,127.81,0.120372,0.103487,40.606701,f,6.08,37.39,37.39,1,21.87,4,lxidpiddsbxsbosboudacockeimpuepw,16.5,1.5457422424242437e-05,3.7207544469697068e-06,1.7770272954544877e-06,0.005428942,0.001954419,0.000868631,0.005444399,0.00195814,0.000870408,1.1100320166666622e-05,2.896760166666666e-06,4.859999999979745e-10,0,0,0,1.1100320166666622e-05,2.896760166666666e-06,4.859999999979745e-10,0
b5159f09fc3592f49048683fb75629da,foosdfpfkusacimwkcsosbicdxkicaua,51774,0,4095,3/10/2012,3/10/2016,3/10/2012,3/11/2015,5282.47,4095,0,130.67,0.1186359999999999,0.10175,40.606701,f,406.53,23.66,23.66,1,544.49,4,lxidpiddsbxsbosboudacockeimpuepw,26.4,1.830589626515133e-05,5.0627279015151605e-06,2.9808736363636506e-07,0.005428942,0.001954419,0.000868631,0.005447248,0.001959482,0.000868929,1.1100320166666312e-05,2.8967601666666442e-06,4.860000000000553e-10,0,0,0,1.1100320166666312e-05,2.8967601666666442e-06,4.860000000000553e-10,0
c0465e0147cc1faf14e8793a14c92cd2,foosdfpfkusacimwkcsosbicdxkicaua,38268,0,3598,9/4/2010,9/4/2016,8/27/2015,9/5/2015,2318.35,2495,0,167.76,0.114025,0.097683,40.606701,f,234.18,23.99,23.99,1,295.02,5,lxidpiddsbxsbosboudacockeimpuepw,50,2.1944134636363624e-05,5.6997311742424204e-06,1.1035159015151208e-06,0.005428835,0.001954466,0.000868699,0.005450779,0.001960166,0.000869802,1.3812351599999997e-05,3.8518325666666555e-06,2.275828966666663e-06,0.007962096,0.002866636,0.001274217,0.007975908,0.002870488,0.001276493,0
3c52cd186c318638296ed093e9cdf412,foosdfpfkusacimwkcsosbicdxkicaua,84527,0,5925,4/4/2012,4/4/2016,4/15/2015,4/5/2015,3787.85,3230,0,129.61,0.1157609999999999,0.099419,40.606701,f,325.09,25.44,25.44,1,428.99,4,lxidpiddsbxsbosboudacockeimpuepw,21.04,1.8852358909090932e-05,4.061271333333271e-06,1.5262489924242292e-06,0,0,0,1.8852358909090932e-05,4.061271333333271e-06,1.5262489924242292e-06,1.1100320166666681e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666681e-05,2.896760166666666e-06,4.860000000000553e-10,1
0acfc92892cc39bb48fb3398a8cda11f,foosdfpfkusacimwkcsosbicdxkicaua,8345,0,0,6/30/2010,6/10/2016,6/10/2014,6/23/2015,1210.54,0,0,16.55,0.142065,0,44.31137796,f,0,27.52,27.52,1,112.04,6,lxidpiddsbxsbosboudacockeimpuepw,13.3,3.7342170606060676e-06,0,0,0.007661891,0,0,0.007665626,0,0,3.3182406666666808e-06,0,0,0,0,0,3.3182406666666808e-06,0,0,0
f1f24e9f048478c6d41fa05795b1d424,MISSING,1540,43,21,4/27/2010,4/27/2016,4/27/2010,4/28/2015,19.59,19,0,132.11,0.1169099999999999,0.100572,40.606701,t,1.83,42.48,42.48,2,2.43,6,ldkssxwpmemidmecebumciepifcamkci,17,2.1493248204545434e-05,5.2438860833332985e-06,3.935068787878819e-07,0.006434301,0.002316348,0.001029488,0.006455795,0.002321592,0.001029882,1.1100320166666681e-05,2.89676016666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666681e-05,2.89676016666666e-06,4.860000000000553e-10,1
471f25ae25f8c42dbfae0bc1e76c1cd3,foosdfpfkusacimwkcsosbicdxkicaua,1644,0,0,2/3/2012,2/27/2016,12/17/2015,3/9/2015,312.66,0,28,13.8,0.182936,0,47.80087836,f,0,48.6,48.6,1,27.83,4,lxidpiddsbxsbosboudacockeimpuepw,13.856,5.2790192424242304e-06,0,0,3.490909143860595e-13,0,0,5.2790195915151445e-06,0,0,3.3182406666666172e-06,0,0,0,0,0,3.3182406666666172e-06,0,0,0
e0b40169a9075474ca8bddab6d490484,foosdfpfkusacimwkcsosbicdxkicaua,4527,0,0,4/12/2012,4/12/2016,3/9/2015,4/13/2015,676.72,0,0,16.16,0.14531,0,44.31137796,f,0,21.48,21.48,1,63.75,4,ldkssxwpmemidmecebumciepifcamkci,10.392,3.817134083333249e-06,0,0,0.007661917,0,0,0.007665734,0,0,3.318240666666551e-06,0,0,0,0,0,3.318240666666551e-06,0,0,0
3133a89333b09b9eaf541818eabf5c93,foosdfpfkusacimwkcsosbicdxkicaua,3875,0,0,7/21/2010,7/21/2016,7/21/2010,7/22/2015,577.24,0,0,18.47,0.144902,0,44.31137796,f,0,17.62,17.62,1,53.89,6,lxidpiddsbxsbosboudacockeimpuepw,12.5,3.1067614772725324e-06,0,0,0.008380226,0,0,0.008383333,0,0,1.9528214999998922e-06,0,0,0.005267621,0,0,0.005269574,0,0,0
9d566b80c46439fb4fa5d9c8eaa51f7e,foosdfpfkusacimwkcsosbicdxkicaua,8011,0,911,1/11/2010,3/9/2016,1/11/2010,3/10/2015,800.29,911,0,132.53,0.1169,0.1000149999999999,40.606701,f,89.44,37.39,37.39,1,87.02,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,16.5,1.4800567515151493e-05,3.5524814242424194e-06,2.5220456590909234e-06,0.005428942,0.001954419,0.000868631,0.005443742,0.001957971,0.000871153,1.1100320166666669e-05,2.896760166666666e-06,4.860000000000553e-10,0,0,0,1.1100320166666669e-05,2.896760166666666e-06,4.860000000000553e-10,0
c30e2e4d0abce6b4db1d0280778d04d4,foosdfpfkusacimwkcsosbicdxkicaua,6569,0,1114,1/24/2012,1/24/2017,11/17/2015,1/25/2016,983.37,1114,0,16.78,0.14531,0,44.31137796,f,163.2,26.04,26.04,1,94.42,4,ldkssxwpmemidmecebumciepifcamkci,10.392,5.8639906287880324e-06,0,0,3.8181818111259284e-13,0,0,5.863991010606213e-06,0,0,3.923144566666715e-06,0,0,0,0,0,3.923144566666715e-06,0,0,0
599a07e92a3980ae637d36cd6111045f,MISSING,1175,0,177,2/17/2010,2/17/2016,2/17/2010,2/18/2015,177.21,177,0,19.34,0.146694,0,44.31137796,f,26.26,26.04,26.04,1,16.97,6,kamkkxfxxuwbdslkwifmmcsiusiuosws,10.392,6.564554446969698e-06,0.000608945,0,0.00646476,0,0,0.006471324,0.000608945,0,2.8892061666666805e-06,0,0,0.009481719,0,0,0.009484608,0,0,0
ac9033ee1d6056f4ac827d79bedcc72d,foosdfpfkusacimwkcsosbicdxkicaua,8369,0,936,1/1/2011,1/1/2017,11/18/2015,1/2/2016,1251.18,936,0,15.16,0.144152,0,44.31137796,f,136.14,34.68,34.68,1,121.33,5,lxidpiddsbxsbosboudacockeimpuepw,13.84,7.52721620454549e-06,0.001494684,0,3.490909143860595e-13,0,0,7.527216553636404e-06,0.001494684,0,5.089892166666614e-06,0.001948625,0,0,0,0,5.089892166666614e-06,0.001948625,0,0
